$Date,$Time,SCA131TE402PV,SCA141TE402PV,SCA151TE402PV,SCA161TE402PV,SCA171TE402PV,SCA181TE402PV
10/08/25,21:35:39,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:36:16,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:36:53,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:37:30,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:38:07,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:38:44,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:39:21,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:39:58,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:40:35,49.1,55.2,54.5,51.5,52.4,69.8
10/08/25,21:41:12,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:41:49,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:42:26,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:43:03,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:43:40,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:44:17,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:44:54,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:45:31,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:46:08,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:46:45,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:47:22,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:47:59,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:48:36,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:49:13,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:49:50,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:50:27,48.9,55,54.3,51.3,52.1,69.8
10/08/25,21:51:04,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:51:41,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:52:18,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:52:55,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:53:32,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:54:09,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:54:46,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:55:23,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:56:00,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:56:37,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:57:14,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:57:51,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:58:28,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:59:05,48.8,54.7,54.1,51.1,52,69.8
10/08/25,21:59:42,48.8,54.7,54.1,51.1,52,69.8
10/08/25,22:00:19,48.8,54.7,54.1,51.1,52,69.8
10/08/25,22:00:56,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:01:33,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:02:10,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:02:47,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:03:24,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:04:01,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:04:38,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:05:15,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:05:52,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:06:29,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:07:06,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:07:43,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:08:20,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:08:57,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:09:34,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:10:11,48.7,54.5,53.8,51,51.7,69.8
10/08/25,22:10:48,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:11:25,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:12:02,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:12:39,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:13:16,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:13:53,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:14:30,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:15:07,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:15:44,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:16:21,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:16:58,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:17:35,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:18:12,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:18:49,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:19:26,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:20:03,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:20:40,48.5,54.3,53.6,50.8,51.5,69.8
10/08/25,22:21:17,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:21:54,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:22:31,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:23:08,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:23:45,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:24:22,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:24:59,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:25:36,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:26:13,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:26:50,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:27:27,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:28:04,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:28:41,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:29:18,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:29:55,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:30:32,48.4,54.1,53.4,50.6,51.4,69.8
10/08/25,22:31:09,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:31:46,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:32:23,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:33:00,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:33:37,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:34:14,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:34:51,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:35:28,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:36:05,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:36:42,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:37:19,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:37:56,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:38:33,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:39:10,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:39:47,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:40:24,48.3,53.9,53.2,50.5,51.2,69.8
10/08/25,22:41:01,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:41:38,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:42:15,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:42:52,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:43:29,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:44:06,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:44:43,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:45:20,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:45:57,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:46:34,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:47:11,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:47:48,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:48:25,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:49:02,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:49:39,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:50:16,48.2,53.7,53,50.3,51.1,69.8
10/08/25,22:50:53,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:51:30,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:52:07,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:52:44,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:53:21,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:53:58,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:54:35,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:55:12,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:55:49,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:56:26,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:57:03,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:57:40,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:58:17,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:58:54,48,53.5,52.9,50.2,50.9,69.8
10/08/25,22:59:31,48,53.5,52.9,50.2,50.9,69.8
10/08/25,23:00:08,48,53.5,52.9,50.2,50.9,69.8
10/08/25,23:00:45,48,53.5,52.9,50.2,50.9,69.8
10/08/25,23:01:22,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:01:59,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:02:36,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:03:13,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:03:50,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:04:27,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:05:04,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:05:41,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:06:18,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:06:55,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:07:32,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:08:09,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:08:46,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:09:23,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:10:00,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:10:37,47.8,53.3,52.7,50,50.7,69.8
10/08/25,23:11:14,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:11:51,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:12:28,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:13:05,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:13:42,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:14:19,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:14:56,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:15:33,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:16:10,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:16:47,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:17:24,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:18:01,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:18:38,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:19:15,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:19:52,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:20:29,47.8,53.1,52.5,49.8,50.5,69.8
10/08/25,23:21:06,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:21:43,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:22:20,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:22:57,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:23:34,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:24:11,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:24:48,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:25:25,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:26:02,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:26:39,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:27:16,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:27:53,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:28:30,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:29:07,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:29:44,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:30:21,47.6,52.9,52.3,49.7,50.4,69.7
10/08/25,23:30:58,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:31:35,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:32:12,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:32:49,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:33:26,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:34:03,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:34:40,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:35:17,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:35:54,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:36:31,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:37:08,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:37:45,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:38:22,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:38:59,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:39:36,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:40:13,47.5,52.8,52.1,49.6,50.2,69.7
10/08/25,23:40:50,47.4,52.6,52,49.4,50,69.7
10/08/25,23:41:27,47.4,52.6,52,49.4,50,69.7
10/08/25,23:42:04,47.4,52.6,52,49.4,50,69.7
10/08/25,23:42:41,47.4,52.6,52,49.4,50,69.7
10/08/25,23:43:18,47.4,52.6,52,49.4,50,69.7
10/08/25,23:43:55,47.4,52.6,52,49.4,50,69.7
10/08/25,23:44:32,47.4,52.6,52,49.4,50,69.7
10/08/25,23:45:09,47.4,52.6,52,49.4,50,69.7
10/08/25,23:45:46,47.4,52.6,52,49.4,50,69.7
10/08/25,23:46:23,47.4,52.6,52,49.4,50,69.7
10/08/25,23:47:00,47.4,52.6,52,49.4,50,69.7
10/08/25,23:47:37,47.4,52.6,52,49.4,50,69.7
10/08/25,23:48:14,47.4,52.6,52,49.4,50,69.7
10/08/25,23:48:51,47.4,52.6,52,49.4,50,69.7
10/08/25,23:49:28,47.4,52.6,52,49.4,50,69.7
10/08/25,23:50:05,47.4,52.6,52,49.4,50,69.7
10/08/25,23:50:42,47.4,52.6,52,49.4,50,69.7
10/08/25,23:51:19,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:51:56,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:52:33,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:53:10,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:53:47,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:54:24,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:55:01,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:55:38,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:56:15,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:56:52,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:57:29,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:58:06,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:58:43,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:59:20,47.3,52.4,51.8,49.3,49.8,69.7
10/08/25,23:59:57,47.3,52.4,51.8,49.3,49.8,69.7
10/09/25,00:00:34,47.2,52.2,51.6,49.2,49.7,69.8
10/09/25,00:01:11,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:01:48,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:02:25,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:03:02,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:03:39,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:04:16,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:04:53,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:05:30,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:06:07,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:06:44,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:07:21,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:07:58,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:08:35,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:09:12,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:09:49,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:10:26,47.1,52.2,51.6,49.1,49.7,69.7
10/09/25,00:11:03,47.1,52,51.4,49,49.5,69.7
10/09/25,00:11:40,47.1,52,51.4,49,49.5,69.7
10/09/25,00:12:17,47.1,52,51.4,49,49.5,69.7
10/09/25,00:12:54,47.1,52,51.4,49,49.5,69.7
10/09/25,00:13:31,47.1,52,51.4,49,49.5,69.7
10/09/25,00:14:08,47.1,52,51.4,49,49.5,69.7
10/09/25,00:14:45,47.1,52,51.4,49,49.5,69.7
10/09/25,00:15:22,47.1,52,51.4,49,49.5,69.7
10/09/25,00:15:59,47.1,52,51.4,49,49.5,69.7
10/09/25,00:16:36,47.1,52,51.4,49,49.5,69.7
10/09/25,00:17:13,47.1,52,51.4,49,49.5,69.7
10/09/25,00:17:50,47.1,52,51.4,49,49.5,69.7
10/09/25,00:18:27,47.1,52,51.4,49,49.5,69.7
10/09/25,00:19:04,47.1,52,51.4,49,49.5,69.7
10/09/25,00:19:41,47.1,52,51.4,49,49.5,69.7
10/09/25,00:20:18,47.1,52,51.4,49,49.5,69.7
10/09/25,00:20:55,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:21:32,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:22:09,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:22:46,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:23:23,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:24:00,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:24:37,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:25:14,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:25:51,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:26:28,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:27:05,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:27:42,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:28:19,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:28:56,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:29:33,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:30:10,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:30:47,47,51.9,51.2,48.9,49.4,69.7
10/09/25,00:31:24,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:32:01,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:32:38,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:33:15,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:33:52,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:34:29,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:35:06,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:35:43,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:36:20,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:36:57,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:37:34,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:38:11,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:38:48,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:39:25,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:40:02,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:40:39,46.8,51.7,51.1,48.7,49.3,69.8
10/09/25,00:41:16,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:41:53,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:42:30,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:43:07,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:43:44,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:44:21,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:44:58,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:45:35,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:46:12,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:46:49,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:47:26,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:48:03,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:48:40,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:49:17,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:49:54,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:50:31,46.7,51.5,51,48.6,49.1,69.7
10/09/25,00:51:08,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:51:45,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:52:22,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:52:59,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:53:36,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:54:13,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:54:50,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:55:27,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:56:04,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:56:41,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:57:18,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:57:55,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:58:32,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:59:09,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,00:59:46,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,01:00:23,46.6,51.4,50.8,48.5,48.9,69.7
10/09/25,01:01:00,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:01:37,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:02:14,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:02:51,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:03:28,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:04:05,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:04:42,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:05:19,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:05:56,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:06:33,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:07:10,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:07:47,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:08:24,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:09:01,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:09:38,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:10:15,46.5,51.2,50.6,48.4,48.8,69.7
10/09/25,01:10:52,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:11:29,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:12:06,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:12:43,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:13:20,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:13:57,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:14:34,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:15:11,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:15:48,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:16:25,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:17:02,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:17:39,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:18:16,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:18:53,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:19:30,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:20:07,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:20:44,46.4,51,50.5,48.2,48.7,69.8
10/09/25,01:21:21,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:21:58,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:22:35,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:23:12,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:23:49,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:24:26,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:25:03,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:25:40,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:26:17,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:26:54,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:27:31,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:28:08,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:28:45,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:29:22,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:29:59,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:30:36,46.3,50.9,50.3,48.2,48.5,69.7
10/09/25,01:31:13,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:31:50,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:32:27,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:33:04,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:33:41,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:34:18,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:34:55,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:35:32,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:36:09,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:36:46,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:37:23,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:38:00,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:38:37,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:39:14,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:39:51,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:40:28,46.2,50.8,50.2,48,48.4,69.7
10/09/25,01:41:05,46.1,50.6,50,47.9,48.2,69.7
